Entity,Code,Year,ppp_dollars_per_capita__financing_scheme_total
Norway,NOR,1998,3801.1
Norway,NOR,1999,4019.409
Norway,NOR,2000,4209.81
Norway,NOR,2001,4383.34
Norway,NOR,2002,4784.288
Norway,NOR,2003,4891.884
Norway,NOR,2004,5044.295
Norway,NOR,2005,5207.994
Norway,NOR,2006,5332.529
Norway,NOR,2007,5586.53
Norway,NOR,2008,5799.574
Norway,NOR,2009,5905.47
Norway,NOR,2010,5963.235
Norway,NOR,2011,6132.961
Norway,NOR,2012,6310.432
Norway,NOR,2013,6396.242
Norway,NOR,2014,6589.718
Norway,NOR,2015,6821.897
Norway,NOR,2016,6848.34
Norway,NOR,2017,6883.182
Norway,NOR,2018,6964.168
Norway,NOR,2019,7093.146
Norway,NOR,2020,7220.869
Norway,NOR,2021,7477.058
Norway,NOR,2022,7515.855
Norway,NOR,2023,7424.3
Norway,NOR,2024,7487.7
Peru,PER,2007,411.795
Peru,PER,2008,446.375
Peru,PER,2009,492.71
Peru,PER,2010,528.283
Peru,PER,2011,545.524
Peru,PER,2012,597.73
Peru,PER,2013,617.79
Peru,PER,2014,648.09
Peru,PER,2015,651.595
Peru,PER,2016,669.629
Peru,PER,2017,677.856
Peru,PER,2018,729.062
Peru,PER,2019,735.181
Peru,PER,2020,817.119
Peru,PER,2021,978.124
Peru,PER,2022,874.434
Poland,POL,1990,643.997
Poland,POL,1991,622.145
Poland,POL,1992,650.378
Poland,POL,1993,682.482
Poland,POL,1994,708.276
Poland,POL,1995,744.96
Poland,POL,1996,833.608
Poland,POL,1997,857.803
Poland,POL,1998,886.921
Poland,POL,1999,1003.813
Poland,POL,2000,1001.109
Poland,POL,2001,1080.38
Poland,POL,2002,1169.97
Poland,POL,2003,1188.796
Poland,POL,2004,1236.763
Poland,POL,2005,1270.774
Poland,POL,2006,1347.596
Poland,POL,2007,1474.249
Poland,POL,2008,1658.258
Poland,POL,2009,1774.053
Poland,POL,2010,1779.268
Poland,POL,2011,1791.015
Poland,POL,2012,1796.318
Poland,POL,2013,1872.492
Poland,POL,2014,1910.81
Poland,POL,2015,2051.793
Poland,POL,2016,2182.693
Poland,POL,2017,2294.366
Poland,POL,2018,2319.602
Poland,POL,2019,2497.099
Poland,POL,2020,2510.275
Poland,POL,2021,2690.546
Poland,POL,2022,2745.926
Poland,POL,2024,3621.832
Portugal,PRT,1970,289.974
Portugal,PRT,1971,337.871
Portugal,PRT,1972,463.722
Portugal,PRT,1973,553.811
Portugal,PRT,1974,575.283
Portugal,PRT,1975,712.557
Portugal,PRT,1976,715.641
Portugal,PRT,1977,669.682
Portugal,PRT,1978,713.033
Portugal,PRT,1979,696
Portugal,PRT,1980,840.404
Portugal,PRT,1981,872.488
Portugal,PRT,1982,901.233
Portugal,PRT,1983,847.019
Portugal,PRT,1984,828.44
Portugal,PRT,1985,945.902
Portugal,PRT,1986,1153.8
Portugal,PRT,1987,1193.41
Portugal,PRT,1988,1336.359
Portugal,PRT,1989,1285.977
Portugal,PRT,1990,1341.792
Portugal,PRT,1991,1510.686
Portugal,PRT,1992,1583.528
Portugal,PRT,1993,1609.611
Portugal,PRT,1994,1650.528
Portugal,PRT,1995,1891.746
Portugal,PRT,1996,2003.313
Portugal,PRT,1997,2077.624
Portugal,PRT,1998,2180.763
Portugal,PRT,1999,2337.307
Portugal,PRT,2000,2699.584
Portugal,PRT,2001,2729.399
Portugal,PRT,2002,2796.026
Portugal,PRT,2003,2864.481
Portugal,PRT,2004,3031.851
Portugal,PRT,2005,3080.373
Portugal,PRT,2006,3027.328
Portugal,PRT,2007,3068.83
Portugal,PRT,2008,3157.574
Portugal,PRT,2009,3310.82
Portugal,PRT,2010,3305.056
Portugal,PRT,2011,3114.437
Portugal,PRT,2012,2949.018
Portugal,PRT,2013,2891.355
Portugal,PRT,2014,2916.172
Portugal,PRT,2015,3013.065
Portugal,PRT,2016,3122.428
Portugal,PRT,2017,3198.237
Portugal,PRT,2018,3331.54
Portugal,PRT,2019,3476.354
Portugal,PRT,2020,3554.732
Portugal,PRT,2021,3993.501
Portugal,PRT,2022,3946.992
Portugal,PRT,2023,3906.387
Portugal,PRT,2024,4095.677
Romania,ROU,2003,737.814
Romania,ROU,2004,850.375
Romania,ROU,2005,938.28
Romania,ROU,2006,978.88
Romania,ROU,2007,1132.134
Romania,ROU,2008,1298.7
Romania,ROU,2009,1300.981
Romania,ROU,2010,1321.43
Romania,ROU,2011,1105.984
Romania,ROU,2012,1137.001
Romania,ROU,2013,1316.667
Romania,ROU,2014,1328.804
Romania,ROU,2015,1378.537
Romania,ROU,2016,1462.633
Romania,ROU,2017,1656.273
Romania,ROU,2018,1901.937
Romania,ROU,2019,2071.542
Romania,ROU,2020,2218.328
Romania,ROU,2021,2472.849
Romania,ROU,2022,2295.981
Romania,ROU,2023,2405.461
Slovakia,SVK,1997,1110.275
Slovakia,SVK,1998,1123.116
Slovakia,SVK,1999,1095.198
Slovakia,SVK,2000,1076.981
Slovakia,SVK,2001,1116.222
Slovakia,SVK,2002,1215.681
Slovakia,SVK,2003,1252.346
Slovakia,SVK,2004,1541.205
Slovakia,SVK,2005,1663.004
Slovakia,SVK,2006,1835.427
Slovakia,SVK,2007,2104.513
Slovakia,SVK,2008,2117.335
Slovakia,SVK,2009,2246.515
Slovakia,SVK,2010,2298.101
Slovakia,SVK,2011,2199.531
Slovakia,SVK,2012,2250.106
Slovakia,SVK,2013,2232.09
Slovakia,SVK,2014,2098.889
Slovakia,SVK,2015,2161.854
Slovakia,SVK,2016,2261.442
Slovakia,SVK,2017,2248.709
Slovakia,SVK,2018,2306.896
Slovakia,SVK,2019,2458.131
Slovakia,SVK,2020,2448.986
Slovakia,SVK,2021,2780.796
Slovakia,SVK,2022,2739.85
Slovakia,SVK,2023,2671.751
Slovakia,SVK,2024,3094.7
Slovenia,SVN,2000,2190.043
Slovenia,SVN,2001,2285.835
Slovenia,SVN,2002,2410.677
Slovenia,SVN,2003,2506.477
Slovenia,SVN,2004,2563.328
Slovenia,SVN,2005,2654.465
Slovenia,SVN,2006,2728.433
Slovenia,SVN,2007,2795.158
Slovenia,SVN,2008,2977.934
Slovenia,SVN,2009,3051.665
Slovenia,SVN,2010,2992.742
Slovenia,SVN,2011,2974.925
Slovenia,SVN,2012,2922.1
Slovenia,SVN,2013,2915.911
Slovenia,SVN,2014,2929.327
Slovenia,SVN,2015,3043.31
Slovenia,SVN,2016,3147.847
Slovenia,SVN,2017,3175.68
Slovenia,SVN,2018,3343.208
Slovenia,SVN,2019,3541.763
Slovenia,SVN,2020,3756.19
Slovenia,SVN,2021,4032.118
Slovenia,SVN,2022,4109.908
Slovenia,SVN,2023,4118.492
Slovenia,SVN,2024,4457.837
South Africa,ZAF,2000,714.354
South Africa,ZAF,2001,714.535
South Africa,ZAF,2002,734.062
South Africa,ZAF,2003,801.706
South Africa,ZAF,2004,808.88
South Africa,ZAF,2005,835.105
South Africa,ZAF,2006,903.852
South Africa,ZAF,2007,955.044
South Africa,ZAF,2008,991.138
South Africa,ZAF,2009,1034.365
South Africa,ZAF,2010,1081.68
South Africa,ZAF,2011,1118.901
South Africa,ZAF,2012,1121.42
South Africa,ZAF,2013,1141.445
South Africa,ZAF,2014,1102.436
South Africa,ZAF,2015,1130.782
South Africa,ZAF,2016,1130.073
South Africa,ZAF,2017,1120.011
South Africa,ZAF,2018,1134.349
South Africa,ZAF,2019,1151.845
South Africa,ZAF,2020,1192.889
South Africa,ZAF,2021,1222.061
South Africa,ZAF,2022,1218.498
South Korea,KOR,1970,100.894
South Korea,KOR,1971,91.945
South Korea,KOR,1972,89.539
South Korea,KOR,1973,87.246
South Korea,KOR,1974,79.212
South Korea,KOR,1975,121.131
South Korea,KOR,1976,137.552
South Korea,KOR,1977,142.159
South Korea,KOR,1978,168.956
South Korea,KOR,1979,233.52
South Korea,KOR,1980,241.222
South Korea,KOR,1981,259.832
South Korea,KOR,1982,275.127
South Korea,KOR,1983,299.998
South Korea,KOR,1984,312.932
South Korea,KOR,1985,336.726
South Korea,KOR,1986,364.809
South Korea,KOR,1987,397.937
South Korea,KOR,1988,463.513
South Korea,KOR,1989,560.227
South Korea,KOR,1990,602.894
South Korea,KOR,1991,618.494
South Korea,KOR,1992,665.778
South Korea,KOR,1993,686.389
South Korea,KOR,1994,693.419
South Korea,KOR,1995,755.206
South Korea,KOR,1996,838.271
South Korea,KOR,1997,847.935
South Korea,KOR,1998,824.37
South Korea,KOR,1999,924.387
South Korea,KOR,2000,971.327
South Korea,KOR,2001,1114.389
South Korea,KOR,2002,1115.33
South Korea,KOR,2003,1304.625
South Korea,KOR,2004,1351.043
South Korea,KOR,2005,1456.282
South Korea,KOR,2006,1597.519
South Korea,KOR,2007,1692.438
South Korea,KOR,2008,1798.315
South Korea,KOR,2009,1972.492
South Korea,KOR,2010,2152.556
South Korea,KOR,2011,2203.788
South Korea,KOR,2012,2250.775
South Korea,KOR,2013,2354.91
South Korea,KOR,2014,2479.069
South Korea,KOR,2015,2683.729
South Korea,KOR,2016,2850.466
South Korea,KOR,2017,3008.663
South Korea,KOR,2018,3214.47
South Korea,KOR,2019,3478.146
South Korea,KOR,2020,3618.078
South Korea,KOR,2021,3957.977
South Korea,KOR,2022,4220.068
South Korea,KOR,2023,4055.438
South Korea,KOR,2024,4080.05
Spain,ESP,1970,535.189
Spain,ESP,1971,630.108
Spain,ESP,1972,715.204
Spain,ESP,1973,748.284
Spain,ESP,1974,839.343
Spain,ESP,1975,877.017
Spain,ESP,1976,995.047
Spain,ESP,1977,1063.201
Spain,ESP,1978,1089.086
Spain,ESP,1979,1072.346
Spain,ESP,1980,1077.984
Spain,ESP,1981,1080.155
Spain,ESP,1982,1102.672
Spain,ESP,1983,1143.551
Spain,ESP,1984,1123.089
Spain,ESP,1985,1123.58
Spain,ESP,1986,1165.601
Spain,ESP,1987,1248.654
Spain,ESP,1988,1469.213
Spain,ESP,1989,1573.656
Spain,ESP,1990,1735.483
Spain,ESP,1991,1835.053
Spain,ESP,1992,1948.122
Spain,ESP,1993,1994.588
Spain,ESP,1994,1998.978
Spain,ESP,1995,2094.472
Spain,ESP,1996,2156.961
Spain,ESP,1997,2186.449
Spain,ESP,1998,2275.511
Spain,ESP,1999,2378.967
Spain,ESP,2000,2435.093
Spain,ESP,2001,2515.454
Spain,ESP,2002,2591.128
Spain,ESP,2003,2946.589
Spain,ESP,2004,3035.074
Spain,ESP,2005,3152.315
Spain,ESP,2006,3278.309
Spain,ESP,2007,3374.257
Spain,ESP,2008,3498.843
Spain,ESP,2009,3649.727
Spain,ESP,2010,3598.611
Spain,ESP,2011,3516.177
Spain,ESP,2012,3364.255
Spain,ESP,2013,3281.297
Spain,ESP,2014,3333.149
Spain,ESP,2015,3494.067
Spain,ESP,2016,3535.115
Spain,ESP,2017,3626.325
Spain,ESP,2018,3708.217
Spain,ESP,2019,3818.956
Spain,ESP,2020,3996.229
Spain,ESP,2021,4094.163
Spain,ESP,2022,3976.103
Spain,ESP,2023,3901.044
Spain,ESP,2024,3962.8
Sweden,SWE,1970,1607.945
Sweden,SWE,1971,1731.882
Sweden,SWE,1972,1806.112
Sweden,SWE,1973,1857.398
Sweden,SWE,1974,1971.684
Sweden,SWE,1975,2173.383
Sweden,SWE,1976,2299.803
Sweden,SWE,1977,2499.088
Sweden,SWE,1978,2503.469
Sweden,SWE,1979,2557.079
Sweden,SWE,1980,2685.754
Sweden,SWE,1981,2649.438
Sweden,SWE,1982,2658.196
Sweden,SWE,1983,2646.624
Sweden,SWE,1984,2690.359
Sweden,SWE,1985,2593.178
Sweden,SWE,1986,2614.243
Sweden,SWE,1987,2709.088
Sweden,SWE,1988,2750.523
Sweden,SWE,1989,2856.637
Sweden,SWE,1990,2882.563
Sweden,SWE,1991,2769.568
Sweden,SWE,1992,2798.552
Sweden,SWE,1993,2703.854
Sweden,SWE,1994,2643.667
Sweden,SWE,1995,2721.716
Sweden,SWE,1996,2812.598
Sweden,SWE,1997,2813.484
Sweden,SWE,1998,2962.553
Sweden,SWE,1999,3070.35
Sweden,SWE,2000,3207.195
Sweden,SWE,2001,3484.029
Sweden,SWE,2002,3649.532
Sweden,SWE,2003,3723.876
Sweden,SWE,2004,3759.193
Sweden,SWE,2005,3835.367
Sweden,SWE,2006,3941.751
Sweden,SWE,2007,4043.332
Sweden,SWE,2008,4106.599
Sweden,SWE,2009,4190.808
Sweden,SWE,2010,4153.327
Sweden,SWE,2011,5324.135
Sweden,SWE,2012,5416.972
Sweden,SWE,2013,5502.165
Sweden,SWE,2014,5631.31
Sweden,SWE,2015,5782.029
Sweden,SWE,2016,5867.264
Sweden,SWE,2017,5886.066
Sweden,SWE,2018,5983.495
Sweden,SWE,2019,5992.715
Sweden,SWE,2020,6068.716
Sweden,SWE,2021,6317.743
Sweden,SWE,2022,6137.3
Sweden,SWE,2023,6203.87
Sweden,SWE,2024,6283.734
Switzerland,CHE,1970,1915.113
Switzerland,CHE,1971,2113.972
Switzerland,CHE,1972,2194.446
Switzerland,CHE,1973,2259.041
Switzerland,CHE,1974,2366.993
Switzerland,CHE,1975,2513.9
Switzerland,CHE,1976,2592.658
Switzerland,CHE,1977,2639.151
Switzerland,CHE,1978,2733.109
Switzerland,CHE,1979,2769.737
Switzerland,CHE,1980,2850.013
Switzerland,CHE,1981,2907.976
Switzerland,CHE,1982,2954.757
Switzerland,CHE,1983,3094.68
Switzerland,CHE,1984,3093.417
Switzerland,CHE,1985,3414.477
Switzerland,CHE,1986,3595.712
Switzerland,CHE,1987,3742.147
Switzerland,CHE,1988,3889.662
Switzerland,CHE,1989,4048.522
Switzerland,CHE,1990,4101.314
Switzerland,CHE,1991,4333.664
Switzerland,CHE,1992,4397.225
Switzerland,CHE,1993,4392.072
Switzerland,CHE,1994,4533.353
Switzerland,CHE,1995,4413.264
Switzerland,CHE,1996,4565.971
Switzerland,CHE,1997,4621.147
Switzerland,CHE,1998,4794.181
Switzerland,CHE,1999,4914.222
Switzerland,CHE,2000,5038.273
Switzerland,CHE,2001,5289.729
Switzerland,CHE,2002,5483.257
Switzerland,CHE,2003,5584.412
Switzerland,CHE,2004,5736.163
Switzerland,CHE,2005,5757.593
Switzerland,CHE,2006,5712.581
Switzerland,CHE,2007,5829.825
Switzerland,CHE,2008,5961.096
Switzerland,CHE,2009,6167.952
Switzerland,CHE,2010,6205.299
Switzerland,CHE,2011,6333.592
Switzerland,CHE,2012,6529.191
Switzerland,CHE,2013,6749.37
Switzerland,CHE,2014,6844.79
Switzerland,CHE,2015,7070.32
Switzerland,CHE,2016,7244.331
Switzerland,CHE,2017,7305.39
Switzerland,CHE,2018,7288.907
Switzerland,CHE,2019,7479.161
Switzerland,CHE,2020,7621.094
Switzerland,CHE,2021,8033.622
Switzerland,CHE,2022,8003.194
Switzerland,CHE,2023,7929.877
Switzerland,CHE,2024,8045.522
Turkey,TUR,1975,192.156
Turkey,TUR,1976,169.993
Turkey,TUR,1977,226.019
Turkey,TUR,1978,241.544
Turkey,TUR,1979,237.453
Turkey,TUR,1980,230.586
Turkey,TUR,1981,263.43
Turkey,TUR,1982,221.036
Turkey,TUR,1983,233.488
Turkey,TUR,1984,232.052
Turkey,TUR,1985,170.469
Turkey,TUR,1986,229.889
Turkey,TUR,1987,229.932
Turkey,TUR,1988,267.285
Turkey,TUR,1989,274.649
Turkey,TUR,1990,311.891
Turkey,TUR,1991,346.776
Turkey,TUR,1992,351.562
Turkey,TUR,1993,369.788
Turkey,TUR,1994,330.137
Turkey,TUR,1995,315.859
Turkey,TUR,1996,407.129
Turkey,TUR,1997,461.356
Turkey,TUR,1998,516.919
Turkey,TUR,1999,625.827
Turkey,TUR,2000,674.363
Turkey,TUR,2001,697.194
Turkey,TUR,2002,751.92
Turkey,TUR,2003,774.947
Turkey,TUR,2004,833.976
Turkey,TUR,2005,883.564
Turkey,TUR,2006,975.85
Turkey,TUR,2007,1025.771
Turkey,TUR,2008,1028.593
Turkey,TUR,2009,1019.987
Turkey,TUR,2010,998.777
Turkey,TUR,2011,1021.312
Turkey,TUR,2012,1005.454
Turkey,TUR,2013,1061.011
Turkey,TUR,2014,1082.883
Turkey,TUR,2015,1076.167
Turkey,TUR,2016,1156.316
Turkey,TUR,2017,1195.684
Turkey,TUR,2018,1220.356
Turkey,TUR,2019,1274.063
Turkey,TUR,2020,1382.389
Turkey,TUR,2021,1605.71
Turkey,TUR,2022,1482.645
Turkey,TUR,2023,1846.418
Turkey,TUR,2024,2072.1
Ukraine,UKR,2010,816.694
Ukraine,UKR,2011,902.234
Ukraine,UKR,2012,985.968
Ukraine,UKR,2013,974.73
Ukraine,UKR,2014,952.287
Ukraine,UKR,2015,949.278
Ukraine,UKR,2016,964.97
Ukraine,UKR,2017,1015.272
Ukraine,UKR,2018,1086.889
Ukraine,UKR,2019,1056.306
Ukraine,UKR,2020,1161.109
Ukraine,UKR,2021,1429.186
United Kingdom,GBR,1970,728.428
United Kingdom,GBR,1971,753.588
United Kingdom,GBR,1972,800.258
United Kingdom,GBR,1973,833.654
United Kingdom,GBR,1974,917.653
United Kingdom,GBR,1975,970.169
United Kingdom,GBR,1976,997.355
United Kingdom,GBR,1977,998.561
United Kingdom,GBR,1978,1045.955
United Kingdom,GBR,1979,1073.465
United Kingdom,GBR,1980,1144.467
United Kingdom,GBR,1981,1183.153
United Kingdom,GBR,1982,1157.464
United Kingdom,GBR,1983,1242.621
United Kingdom,GBR,1984,1242.163
United Kingdom,GBR,1985,1263.984
United Kingdom,GBR,1986,1301.502
United Kingdom,GBR,1987,1383.311
United Kingdom,GBR,1988,1443.693
United Kingdom,GBR,1989,1486.226
United Kingdom,GBR,1990,1505.134
United Kingdom,GBR,1991,1567.102
United Kingdom,GBR,1992,1684.079
United Kingdom,GBR,1993,1757.649
United Kingdom,GBR,1994,1830.333
United Kingdom,GBR,1995,1852.166
United Kingdom,GBR,1996,1899.608
United Kingdom,GBR,1997,2431.603
United Kingdom,GBR,1998,2545.464
United Kingdom,GBR,1999,2669.047
United Kingdom,GBR,2000,2809.339
United Kingdom,GBR,2001,2994.925
United Kingdom,GBR,2002,3225.289
United Kingdom,GBR,2003,3404.939
United Kingdom,GBR,2004,3594.583
United Kingdom,GBR,2005,3711.311
United Kingdom,GBR,2006,3820.299
United Kingdom,GBR,2007,4006.698
United Kingdom,GBR,2008,4058.534
United Kingdom,GBR,2009,4204.72
United Kingdom,GBR,2010,4267.474
United Kingdom,GBR,2011,4243.883
United Kingdom,GBR,2012,4325.108
United Kingdom,GBR,2013,4427.801
United Kingdom,GBR,2014,4537.187
United Kingdom,GBR,2015,4636.837
United Kingdom,GBR,2016,4689.037
United Kingdom,GBR,2017,4720.986
United Kingdom,GBR,2018,4801.002
United Kingdom,GBR,2019,4959.745
United Kingdom,GBR,2020,5380.946
United Kingdom,GBR,2021,5830.953
United Kingdom,GBR,2022,5479.055
United Kingdom,GBR,2023,5412.625
United Kingdom,GBR,2024,5493.021
United States,USA,1970,1793.813
United States,USA,1971,1877.729
United States,USA,1972,2008.452
United States,USA,1973,2106.882
United States,USA,1974,2156.743
United States,USA,1975,2253.792
United States,USA,1976,2433.021
United States,USA,1977,2596.689
United States,USA,1978,2705.892
United States,USA,1979,2792.461
United States,USA,1980,2876.108
United States,USA,1981,3033.824
United States,USA,1982,3204.802
United States,USA,1983,3356.845
United States,USA,1984,3538.062
United States,USA,1985,3726.549
United States,USA,1986,3881.39
United States,USA,1987,4020.233
United States,USA,1988,4301.483
United States,USA,1989,4549.058
United States,USA,1990,4821.505
United States,USA,1991,5037.142
United States,USA,1992,5237.342
United States,USA,1993,5415.718
United States,USA,1994,5538.935
United States,USA,1995,5668.101
United States,USA,1996,5781.606
United States,USA,1997,5918.415
United States,USA,1998,6116.107
United States,USA,1999,6311.61
United States,USA,2000,6545.053
United States,USA,2001,6903.709
United States,USA,2002,7404.382
United States,USA,2003,7801.478
United States,USA,2004,8057.169
United States,USA,2005,8285.935
United States,USA,2006,8520.734
United States,USA,2007,8730.296
United States,USA,2008,8725.056
United States,USA,2009,9058.826
United States,USA,2010,9156.877
United States,USA,2011,9155.475
United States,USA,2012,9288.591
United States,USA,2013,9339.713
United States,USA,2014,9643.881
United States,USA,2015,10091.061
United States,USA,2016,10384.558
United States,USA,2017,10537.306
United States,USA,2018,10720.674
United States,USA,2019,10995.237
United States,USA,2020,11926.393
United States,USA,2021,11863.062
United States,USA,2022,11606.233
United States,USA,2023,12023.46
United States,USA,2024,12648.7